,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,0.9693423070396907,1.1104391135659846,0.9918721936588013,0.8905438445263311,1.3269673739030268,1.414800415534793,0.9832737454126765,0.8253574503230636,1.0340715166393666,1.2124990123346437,0.9423995732658365,1.3565705149003866,1.3056116416546653,0.9008495979865938,1.4896930274656668,0.5856088490588863,1.2688980723034053,1.0040805003669644,1.399169885164932,1.1162216688471744,0.8561894585979968,1.310008321429854,0.8845807673407954,1.2463324727121536,1.1172045452356034
64,0.93277999920864,1.167023530398012,0.9060561856496854,0.8917063702192367,1.358118383682886,1.5520723887110015,0.9895734256376222,0.8498542069700481,1.0322721152038914,1.20387214571046,0.9110149800917972,1.3567844127711794,1.2627561915539003,0.885789144360117,1.4460623068893308,0.5854483207688306,1.2178646663438317,0.9379260752717751,1.4576693888356143,1.120925078509451,0.8956672478957595,1.3140725288653898,0.8347333741617818,1.1960804355131385,0.951385971424235
65,0.9329995256351202,1.1606636369438772,0.9662772570374542,0.8537669402175092,1.3297446860555888,1.6221089895104857,1.00359493105409,0.8547149325961105,1.0225766114597874,1.2287969514499077,0.9335734381522023,1.3303211839412337,1.2775026749768585,0.9097375860957866,1.454474264940373,0.7485570616583757,1.2778303253641758,0.9377665166023237,1.362228985784751,1.0521843495930783,0.9704555261885062,1.419666614038183,0.8185507238004157,1.1832278554733582,0.8848248718466551
66,0.939484678910964,1.1337069944034623,0.9727220224613298,0.893447824251166,1.3352783729121032,1.5737503561135382,1.0191234312817072,0.8638175455489238,1.0326468969327627,1.1860428074725384,0.9164880480679678,1.341866210230363,1.3115553944832057,0.9100110582667652,1.387713898280674,0.7341725472133526,1.2801461819076057,0.929992478491131,1.32986131229558,1.0612425224204338,0.9728371147455701,1.4253940324370165,0.8721741412496307,1.196490610675943,0.8427262057072449
67,0.9325309350608286,1.1710794356653702,0.949393849011822,0.8497440884047469,1.330144430200164,1.5473700698620492,1.0727009514664716,0.8590756612532618,1.0688172348702547,1.2377285913235283,0.9187579083861718,1.3977987934798135,1.2718486202091885,0.949215192449371,1.446224711770458,0.7358899592431892,1.326445903039979,0.9585432642545934,1.346261183692427,1.0928488186259944,0.9940745717101723,1.4540920831659492,0.8140112606076589,1.1883536291207526,0.8392477810748407
68,0.9548658186455655,1.217445299936551,0.9503318718130888,0.8499997352445912,1.2213561724263267,1.485068855574639,1.2553511192751343,0.7258371335429393,1.0287073948553982,1.2857559442052875,0.9850307468482143,1.4982599648890398,1.2441417350173003,0.8541358260747417,1.5493977266080101,0.8706777007029075,1.2461981270212077,1.107585862470152,1.3560364514862833,1.100562296061114,1.1856656604458058,1.591995893741984,0.7402912691766161,0.9394420185152994,0.8502189807846869
69,0.9091452569935787,1.212949684156304,0.8933118930865301,0.8514896032531993,1.168334207685091,1.563893939718706,1.2346194782720021,0.8158201417331183,1.0623442824069358,1.2352316369552088,0.8877363103819099,1.3899987139997012,1.3374775413466236,0.7971354361056275,1.5311376165368344,0.8438810474369457,1.2143919491812056,1.1255889370810184,1.2800183076297926,1.0882185361773464,1.1801100025921203,1.5823688036684307,0.6783811191959886,0.8177408800349353,0.8030105756791295
70,0.9455383944289447,1.1595032619836374,1.0089809468191508,0.6992324479192383,1.029190149013504,1.498406104252033,1.2900398783378102,0.8278627306057605,1.0605065056696021,1.3591333453759438,0.9348539658376889,1.3434665927808966,1.4751695447786415,0.931078400158416,1.5510566878598069,0.7886162953357133,1.3304772966334315,1.3240655465014919,1.231495242081419,1.0066171288804424,1.1421162695816458,1.5282270038460855,0.4531525910077348,0.8445360660662742,0.8911990016097704
71,0.9761368837209988,1.1377546919403374,1.0056189218217155,0.7369562991087565,1.1206311162968263,1.5028480712207555,1.3607277343292818,0.9196647757554001,1.02095611353465,1.3043253374299781,0.9969069307509953,1.3585680400195528,1.4128657408058636,0.9931501397264317,1.4910352481739026,0.8782173372458638,1.2860469431826638,1.4210046949745956,1.1569143192069817,0.9814802200498447,1.2211017749302853,1.450184726688187,0.41030313630895404,0.8778177861188153,1.1081591617830198
72,0.9370017909930991,1.1703856056791038,1.0524309675504842,0.6802299747950227,1.022204507801541,1.5092507281791574,1.3689897076709614,0.9396879612974894,1.0553258696541785,1.2978072876210427,1.0074512602230943,1.383401169017849,1.4157817175711636,0.9850200134343466,1.5354351135011084,0.89183779820303,1.3024277851744284,1.3957738366349097,1.1654759041732083,0.9424352548917896,1.2734283377675224,1.46592328935989,0.4383482702787753,0.8524253463644331,1.0494519740962047
73,0.9404609929080755,1.153485785967748,1.0758458317463178,0.6457930264515147,1.0223780330998546,1.506220365340716,1.3199858218178202,0.9483293961123697,1.0461984523679357,1.30597602173145,1.0537867053549215,1.4365919803696234,1.400714326558542,0.9621508917373407,1.5620650910298142,0.9123963823876161,1.3327795931336137,1.435517437085907,1.1816628915388663,0.9153412409952445,1.296569955620452,1.4216437191552922,0.42953012008847574,0.8669476175517775,1.0776986800693231
74,0.8701636958184573,1.188052280631195,0.9738468064848522,0.7025968184621313,0.8766400195373495,1.6374661596454871,1.3115648760143974,0.9277396101564445,0.9632797069078926,1.1469696961565294,1.0502816084203577,1.4797308117421464,1.4196149075419073,0.9793178165493663,1.5576626426031472,0.9095014607464988,1.366237301114119,1.4597657927963696,1.3044290258764673,0.8831650821476511,1.3239274232700626,1.477841024200425,0.3883201039400278,0.8219154303550136,0.9651649505484604
75,0.8943506442316846,1.3276313858665207,0.949031980623113,0.6629571304003866,0.7700017551534525,1.659467044567396,1.2661850420394791,0.9857325070963037,0.6087316902409153,1.066042196015005,0.95616941707282,1.5184057912988804,1.3514988484490165,0.9974289278647035,1.6347720035155706,1.0061993864197922,1.3578605507575048,1.3928086208325532,1.441645936700939,0.7915733478640055,1.3382250776447362,1.4669677451220882,0.33613598024592134,0.776207034576606,0.9893283160387627
76,0.8905948933090182,1.4474757071220965,0.9682549271432197,0.5876918833762101,0.6459863254564963,1.5792056670225822,1.2169920481811025,1.1831821947196925,0.5800299835288063,1.1379227452776586,0.9184429722891033,1.5421410399327529,1.3192113503224026,1.0387524081743384,1.5057684449022812,1.0844111521640847,1.3999467356608832,1.1677947298862885,1.3056102918811898,0.8199432207909996,1.4692969944500638,1.4209629777606378,0.3518922935628916,0.8402102879258331,0.9335733880241711
77,0.868223016558464,1.4155949271177792,0.929235602781446,0.4504168291422447,0.827297881035752,1.5608356650388198,1.178238470148497,1.2062876232333646,0.6268378425012691,1.2087831062967058,0.924291358847982,1.5452237022474824,1.4724031680361414,0.9783227085134683,1.474029285841917,1.0494082270763154,1.358606161207514,1.261550818592624,1.4023415000331694,0.7833074720697606,1.373335020746181,1.385937296980255,0.2090244426435839,0.7818977095402566,1.0035681827878964
78,0.8886898686645975,1.4382876242030145,0.9217176661748149,0.4773796561278852,0.8250164960384561,1.5528802702116087,1.1856267964124438,1.2273442090161935,0.6155239164884975,1.1923762228482735,0.9546494507317754,1.5565709911737065,1.4657823332584021,0.9680058626345305,1.4534802825409938,1.0481478946655045,1.3708745532747062,1.2635833107311947,1.3788323498321409,0.8570769452818082,1.3779999913086691,1.3918934095841091,0.23680214839722916,0.7849639250846074,0.9790527746748079
79,0.8719077730489733,1.409946247504926,0.9015991255081928,0.47197923501111555,0.7976510389986619,1.4353857053999681,1.2029606878654941,1.1817736931928717,0.6788971762414375,1.2106284928322946,0.8991528682095628,1.5481738060344488,1.4226559936842182,1.0138101762017677,1.3747234153779613,1.052520150477829,1.4033056868838971,1.3062929009771518,1.361169950711119,0.8883232325828677,1.3483698422633335,1.4689463132054716,0.22979278625459035,0.931740963831885,0.9854571564746
80,0.9662776942411389,1.2843953545348974,0.8929338796291827,0.4902869011678523,0.7686163248416898,1.3754970753198104,1.2956059079787505,1.216492787653414,0.6474371813265326,1.2580883604056954,0.9320607986656029,1.4800782509478922,1.4966818471952896,1.0554821356369062,1.2988989979310992,1.0644321264007188,1.4332853288583915,1.3064074521291795,1.451438084642372,0.861255817881341,1.4182476283344625,1.4826806462734214,0.20027080429404248,0.8411382882453505,0.9552327895985097
81,0.9425460027189496,1.2827974373441478,0.9128742795978133,0.5058037818773937,0.7117096374042405,1.403056060735853,1.263392620312368,1.2362302921350463,0.6412542967851281,1.1940295543681414,0.9847445616865904,1.4839106538162332,1.5335535431630487,1.0456300933072484,1.2556970955627023,1.125130186183362,1.4455327020800814,1.3100323713260058,1.4953368442591433,0.8269261501352703,1.4136771374867065,1.4935066289477907,0.2590234412987988,0.8554716695958645,0.8788412479076069
82,0.9663822453496662,1.3151763886271037,0.8989263989942936,0.46192798364268467,0.7201069289670364,1.3957283276641756,1.279869870246196,1.2456864881052623,0.658331680385397,1.2034397763120666,1.0042960774230487,1.4804961370654195,1.5201768981156583,1.056248608090478,1.241803182281884,1.1437149902459582,1.4517917344762399,1.3519447731242396,1.5036533515590986,0.7948540913158102,1.4103440339859659,1.5524655558080334,0.2012043729126229,0.8163318117685764,0.8790382916430913
83,1.0190475688671359,1.2453451161542948,0.8855105710881055,0.4406068720356425,0.7888809175898828,1.2803603137942645,1.2563711741436114,1.321903464218318,0.6107849996757827,1.30665091061469,1.0397146394052823,1.4793065371776535,1.5756012456314112,1.0070698919389953,1.3441224026844285,1.246480971137342,1.4563596785551667,0.9524578963461728,1.4267702183755597,0.7749472439684126,1.5217585711180284,1.4216531046154288,0.16996093101426477,0.9858650404252896,0.8337092923508779
84,1.0109346032952296,1.2573459619284881,0.878728531119096,0.4152855804214098,0.87300033467229,1.295267746319965,1.255653665850122,1.331741948188294,0.6281183413566368,1.286824794251527,1.0427662789454144,1.4125835337873431,1.6100663560864783,0.9734007975808041,1.2180653776704795,1.2871493385640758,1.4652535429703386,1.0274686606231556,1.4105482302311296,0.8765859132270948,1.4679603920673467,1.4466627586264011,0.18837103162061086,0.9439799066642742,0.8248934110047068
85,1.0243047558849734,1.3268817563012962,0.8227182481528239,0.46013302617984037,0.9062478407808898,1.2436696913830751,1.2059315918576765,1.3364093534414452,0.618502446273794,1.2593334987745195,1.0618002401588909,1.3835871242644078,1.5925627765929495,0.9606944142623369,1.217300033823607,1.2900037495312333,1.4881839162609851,1.0431021495642312,1.420257708282688,0.9497966748730492,1.453292737812544,1.4411145054231715,0.2290447008117408,0.8791185339583978,0.7957039773506304
86,1.0381253788774796,1.3603302231495573,0.7784832158945455,0.44309391857528097,0.9528384651957532,1.1691947175038968,1.2432886422980394,1.3673770283220468,0.6797055421419438,1.2797833577536457,1.0292823778398508,1.446663174469161,1.59903308446799,0.968065512325911,1.187444212711499,1.218880974224497,1.5115213548425794,1.0628788756041692,1.5153350525783251,0.9764968634987832,1.3853158314237894,1.430040680502789,0.24901671319213914,0.8242452603778939,0.781705769546439
87,1.0281315733257046,1.3604308483653926,0.7745411411835846,0.45737552185712976,0.9529930971875554,1.1795433005110707,1.2455879938014174,1.3813501945708626,0.735386464952021,1.278967816920902,0.981339782175056,1.454400905705181,1.595238846745999,0.9882524595380279,1.1699027364474714,1.2480029923974527,1.517930421164752,0.9635531916286466,1.5360244568948034,0.9855579615664805,1.4540806742083738,1.4175789516405246,0.24037549075482223,0.8300600718462762,0.8007310989751361
88,1.0128850296604288,1.3701615737734538,0.8067745256965054,0.46801240644135683,0.9435876550621566,1.2027115199319924,1.2411745103056822,1.3446519634882466,0.7239173621300015,1.26641647758122,0.9748039314994882,1.4703158383810544,1.6511593948201442,0.9819135793334859,1.1659525083540978,1.2448706831364542,1.522292912279459,0.9337243122221812,1.5740583461129072,1.0141776948000252,1.4641006120112243,1.4509272126479915,0.20358889955461754,0.8239411828032395,0.7788434201551989
89,1.0214721571960785,1.3695308004470281,0.8033741384140356,0.4752477768011416,0.8814398050239242,1.1750362228913986,1.2408311530110319,1.3460538165204792,0.6886617902001527,1.2543764081244824,0.9629968372396067,1.479734492054586,1.6726469037725866,0.9793707014822359,1.160638258843991,1.2716719408833468,1.511397496468726,0.8767644406385925,1.573852316103279,1.0340888714826217,1.4671606754427553,1.4949318421238413,0.23308716375023372,0.8100758750021482,0.8444649089058281
90,1.0265081902843882,1.3491412722370555,0.8025218345145546,0.477389872092266,0.897668066802535,1.184642488613422,1.2402512176576528,1.3546979019606118,0.666048261713012,1.2471424574882086,0.9601346829670027,1.477067489305533,1.673553307633921,0.9753516689675431,1.159514247003004,1.2788596322018029,1.5109156792591312,0.8728981417112692,1.6000812771770856,1.029349807215375,1.4661267449779598,1.5018272791298959,0.2230158031501979,0.8156019463447627,0.856375762610642
91,1.0527834075997213,1.3141739166334718,0.7722596811737696,0.469009510729846,0.9650390635709132,1.0787674598449932,1.2754318214236984,1.2960231035253222,0.6789118238057922,1.2474110905360722,0.9740369655725155,1.5732819158277942,1.6617694646010417,0.9854466166857987,1.129168614291284,1.257640499864761,1.4798270626448122,0.8244818152657568,1.7308298684094816,1.101205995739728,1.46674399310318,1.4640864589023481,0.23958583729389196,0.7793181640727267,0.8415192357044159
92,1.0448584209645633,1.3475655043902146,0.7510099987773564,0.48781430414431426,0.8917600272884132,1.0748451018072578,1.2593986485202566,1.2842297714362607,0.6756553821770424,1.2232097162505173,0.9562648337833147,1.5711167320009214,1.645998157312341,0.9665005584042491,1.1039293422574412,1.2607778221657893,1.4906635056888773,0.7860544053662177,1.6806442079782278,1.1176391981481568,1.4523292755335948,1.4735230217005584,0.2790552250767803,0.8176692628480742,0.800330285448879
93,1.0453349030093722,1.3565045357497028,0.7444950782415487,0.49086495878342923,0.8976466260684111,1.0779679293660784,1.253603853236156,1.2806456021214614,0.6775949616771548,1.2118881623375244,0.9559127336949254,1.5679489579182757,1.6482434704212408,0.9708406367169802,1.1215826072404687,1.2521558853211512,1.4985958312239962,0.7853260686701635,1.6768181683314811,1.1267673814324184,1.4432421944884495,1.4677866832047795,0.2772581390037919,0.808014341377213,0.7916977097695341
94,1.1064847915779783,1.3385378277445936,0.7310804491845234,0.4028329247086254,0.8506341684310048,1.1032780740830106,1.239404455789647,1.2711407143513676,0.6388629272635165,1.1637373894493253,0.9619983736397497,1.4458196406890702,1.690125773566907,0.9991117464838323,1.0606662447612842,1.3010583621284622,1.5578868623391775,0.7287969896939844,1.583630457048765,1.2940240013705615,1.5318284776174336,1.4891896495189296,0.2239812873176327,0.8644978111855101,0.8821491263201232
95,1.0904359431804405,1.3291905870410525,0.6998557983390061,0.4165496566819057,0.8941293112859467,1.1195050221717926,1.244863049820286,1.2605936007583236,0.6371360408243086,1.1632223782052002,0.9498012835528529,1.5571535058525865,1.6917893728343025,0.9978767892503262,1.0750533556587325,1.2700881540851445,1.5299435777067263,0.7283866859732526,1.775141471600439,1.316381836551772,1.5115152964541336,1.481216868085618,0.23071471264197732,0.8473010105519747,0.918566171116454
