0.99941,1.0043,1.0111,1.0076,0.9949,1.0135,1.0079,1.0024,0.99672,1.017,1.0113,1.0058,1.0013,1.0144,1.0028,1.0026,1.0081,1.0112,1.0143,1.0127,1.0129,1.0082,1.0056,1.0107
0.99794,1.0026,0.99472,1.0019,0.99543,1.0004,1.0036,1.004,1.0137,1.0017,0.99521,0.98719,1.0011,0.9916,0.99282,1.0023,0.99972,0.99718,0.99321,1.0038,0.99046,1.0032,1.0003,0.99134
0.99539,1.0032,1.0014,0.99722,1.0015,1.0062,0.99634,0.9937,0.99368,0.98993,1.0027,1.0037,1.002,1.0128,0.99157,0.98902,1.0036,1.005,0.99572,1.0073,1.0057,1.0134,1.0129,1.0049
1.0027,1.0202,1.0031,1.0039,1.0071,1.0029,1.0044,1.0014,1.0115,1.0245,1.0057,1.0106,1.0041,1.0095,1.0018,1.0136,1.0073,1.0063,1.0069,1.0083,1.0032,1.0035,1.0032,1.0011
1.0037,1.0002,1.0018,1.0088,0.99918,1.0058,1.0049,1.0021,0.98112,1.0051,1.0041,1.0025,1.0084,1.0049,1.0052,1.0011,1.0018,1.001,0.99491,0.99835,0.99317,1.0086,0.98855,1.0108
1.0007,0.99414,1.0016,1.0093,0.99444,1.0063,1.0068,1.0004,0.99755,1.0106,0.99338,0.99626,1.0056,1.0094,1.0002,0.99914,0.99521,0.99832,0.99068,1.0017,1.0031,1.0002,0.99294,0.98975
0.99589,1.0135,1.0078,1.0059,1.0039,1.0018,1.0021,1.0017,1.0025,1.0008,1.0018,1.0017,1.0155,1.0018,1,1.0018,1.0018,1.0018,1.0018,1.0065,1.007,1.0018,1.0017,1.0116
1.0056,0.99597,1.0131,1.0038,1.007,1.0041,1.01,1.0012,1.0188,0.99399,1.0006,1.0118,0.99828,1,1.0107,1.0177,1.0079,1.0118,1.0075,1.0135,1.0109,1.0022,1.0123,1.0103
0.99609,1.0092,0.98903,0.98507,0.9971,0.99246,1.0125,0.9938,1.0097,0.99783,0.9866,0.99107,0.99799,0.99231,1.0079,1.0036,0.98497,0.98849,0.99315,0.993,0.99179,0.99405,1.0048,0.99626
1.0036,0.98736,1.009,1.0069,1.0107,1.0093,0.9923,1.0089,1.0175,0.97718,1.0108,1.0119,1.0198,1.0027,0.99872,1.0142,1.0127,1.0137,1.0136,1.0151,0.99572,1.0079,1.0097,1.0007
1.0106,1.0108,1.0146,1.0158,1.0136,1.0126,0.99818,0.99926,1.0027,0.9782,1.017,1.0112,1.0039,1.0113,1.0001,1.0102,1.0084,1.0142,1.0048,1.007,1.0121,1.0128,1.0175,1.0107
0.99942,1.0107,0.99563,1.0028,0.99627,1.0006,1.0132,1.0016,0.98665,1.0029,1.0023,1.0018,1.009,1.0016,1.0089,1.0045,1.0011,0.99792,1.0005,1.0111,0.99714,1.0031,1.0008,1.0186
1.0003,1.0051,1.0097,1.0085,1.0023,1.0051,0.98827,1.0001,1.0138,0.99457,1.0045,1.0101,0.99981,1.0047,0.98554,1,1.0053,1.0093,1.0074,1.0098,1.0121,1.006,0.98582,0.99902
0.99826,1.0073,0.99538,0.99991,0.99475,1.0015,1.0047,1.0009,1.0046,0.99573,0.99449,1.0001,0.96195,0.99917,0.99147,0.98888,0.9981,0.99649,0.99113,1.0032,0.99854,0.99846,1.0104,0.99234
0.98731,1.0041,1.0012,1.0019,0.99616,0.99733,0.99128,1.0014,0.99832,1.0002,0.994,0.99926,0.99296,0.99175,1.0056,0.99342,0.99093,0.99883,0.98165,0.99689,0.98736,0.99973,1.0033,0.99103
0.98842,0.99088,0.98428,0.99168,0.97497,0.97911,0.99807,0.99659,0.97692,0.98783,0.97921,0.98953,0.9966,0.98991,0.99108,0.99245,0.9816,0.98264,0.97375,1.0053,0.98515,0.98443,0.98538,0.98832
1.0023,0.96863,0.98412,0.98295,0.97414,0.98697,0.95591,0.98984,0.94175,0.96991,0.98588,0.98426,0.98469,0.98527,0.97819,0.97301,0.98442,0.97884,0.99669,0.9538,0.97806,0.97448,0.96723,0.99789
0.99812,1.0032,1.0031,1.0038,1.0027,1.0031,0.9975,0.9861,0.99695,1.0021,1.0032,1.0031,1.0077,1.0212,0.99231,1.0036,0.99981,1.005,1.0031,1.0041,1.0014,1.0049,0.98785,0.97981
0.98313,0.99351,0.97082,0.96768,0.9528,0.96538,1.0206,0.9807,0.99773,1.0031,0.96463,0.96774,0.99578,0.97457,1.0077,0.97654,0.9618,0.96316,0.96718,0.96571,0.98587,0.96223,0.9694,1.0111
0.99324,0.98502,1.0011,0.99334,0.991,0.99931,0.97867,0.99219,0.94693,1.0052,1.0017,1.0015,0.99674,0.99403,0.98197,0.97519,1.0021,0.99942,0.98279,0.98229,0.97806,0.99745,0.98846,0.97591
1.0041,0.97991,0.98797,0.99096,0.99491,0.99397,0.99113,0.98425,0.99103,1.0072,0.99435,0.99579,1.0001,0.99051,1.0005,0.98454,0.99282,0.99913,0.99144,1.0023,0.9989,1.003,0.99527,0.98946
0.99585,0.98279,0.98257,0.98706,0.95928,0.9821,0.96789,1.002,0.96108,0.99028,0.98354,0.97474,0.95319,0.98494,0.97788,0.95299,0.98376,0.98094,0.97501,0.96952,1.0058,0.97244,0.95115,0.9858
0.99543,1.0032,1.028,1.0194,1.0616,1.0199,1.0134,1.0071,1.0729,0.98998,1.0283,1.016,1.017,1.0252,0.99743,1.0359,1.0274,1.0283,1.0448,1.0329,0.99732,1.0277,1.0404,0.98433
1.0015,0.99838,0.97589,0.9811,0.97282,0.98262,0.99316,0.99432,0.96271,1.0194,0.98442,0.9872,0.98244,0.98635,0.99871,0.96316,0.97746,0.97976,0.98522,0.97684,0.98388,0.99078,0.97453,1.0069
1.0114,0.9937,1.018,1,1.0013,1.0155,0.99161,1.0043,1.002,1.0018,1.0092,1.0157,0.99252,1.0114,0.99137,1.0042,1.0216,1.0174,1.0014,1.0014,1.0402,1.0118,1.0015,0.99028
1.0056,1.0165,1.0116,1.0176,1.039,1.0158,1.0161,1.0097,1.0342,0.99888,1.0102,1.0061,1.0008,1.0127,1.014,1.0278,1.0104,1.0155,1.0293,1.0055,1.0058,1.0125,1.0291,1.0133
1,1.0142,1.0021,1.0049,1.0058,0.99902,0.99762,1.0017,1.0268,0.99969,1.003,1.0016,1.0319,1.0052,0.99951,1.0106,0.99757,0.99781,1.0018,1.0252,1.0115,1.0002,1.0088,1.0023
0.98426,1.0046,0.99004,0.99223,0.97785,0.99117,1.0021,0.99622,0.97941,1.0074,0.98374,0.99037,0.98591,0.99952,0.99339,0.98222,0.98685,0.98588,0.98683,0.98678,0.99149,0.98357,0.99082,1.0048
1.0081,0.96463,1.004,1.0046,1.005,1.013,0.97471,0.99368,0.99567,0.99421,1.0101,1.015,0.989,0.99714,1,1.0089,1.0084,1.0036,1.0019,0.99126,0.99778,1.0073,0.99746,0.97668
1.0125,1.0026,1.0026,0.99912,1.0134,0.99834,0.99613,0.99677,1.0044,0.99591,1.0012,1.0033,0.99688,1.0048,0.99026,0.9766,1.001,1.0016,1.0134,0.99942,1.0095,0.99785,1.0098,1.0016
1.0022,1.0091,1.0131,1.0167,1.0063,1.0089,1.0196,1.0272,1.0307,1.0066,1.0057,1.0074,1.0018,1.0133,1.0077,1.0142,1.0044,1.0119,1.0073,1.0182,1.0088,1.0054,1.0259,1.0237
0.98198,1.008,0.99431,1.0018,0.99961,0.99418,0.99379,0.9999,1.0042,1.0002,0.99363,0.99855,1.0053,1.0008,1.0057,0.97815,0.989,0.9922,0.99108,1.0008,0.97846,0.99018,1.0008,0.98971
0.99828,0.9716,0.97444,0.96744,0.98832,0.97542,0.99063,0.98843,0.9586,0.98115,0.97093,0.97463,0.9737,0.93653,1.0009,0.96968,0.96733,0.96595,0.95062,0.96932,0.98507,0.96768,0.94698,0.96863
0.9935,0.99476,1.0033,1.0023,0.97577,1.0076,0.98372,1.0076,0.98509,1.0171,1.0085,1.0061,1.0131,0.99699,0.98675,0.99693,1.0036,1.0023,1.0036,0.99563,0.98553,0.99888,0.99382,0.97702
1.0009,0.97891,0.96624,0.96316,0.93832,0.96655,0.96742,0.97331,0.92626,0.99765,0.96125,0.96939,0.99454,0.97315,0.97524,0.98448,0.95884,0.95998,0.95717,0.95486,0.98532,0.96271,0.95559,0.96229
0.99571,1.0231,1.0194,1.0161,1.0277,1.0125,1.0201,1.0056,1.0279,1.0008,1.0156,1.0135,1.003,1.0173,1.006,1.014,1.0159,1.0188,1.0204,1.0156,1.0121,1.0103,0.99339,1.015
0.98656,0.99649,0.99366,0.98274,0.9784,0.98986,0.99979,0.98852,0.96927,0.99059,0.9832,0.98533,0.98705,0.97806,0.99867,0.99515,0.98231,0.98602,0.97703,0.98874,0.98758,0.98778,0.99356,1.0008
0.9894,0.96302,0.97907,0.97474,0.96031,0.97787,0.97904,0.98015,0.9542,0.98452,0.97651,0.9845,0.98486,0.96302,0.97463,0.96887,0.97722,0.97483,0.97033,0.95973,0.96592,0.97768,0.95801,0.95613
1.0051,1.003,1.0035,1.0079,1.0284,1.009,0.99861,0.99808,1.0039,0.99015,1.007,1.0009,1.006,1.0166,0.99486,0.99989,1.0065,1.0051,1.0058,1.0065,1.0061,1.0025,1.0174,1.0081
1.0221,1.0008,1.0224,1.0206,1.0365,1.017,1.0131,1.0119,1.0626,0.97957,1.0268,1.0175,1.0046,1.0488,1.0119,1.054,1.0248,1.0263,1.0399,1.0325,1.0184,1.0283,1.0004,1.0123
0.99642,1.0225,0.99603,0.99549,0.98289,0.99367,1.0325,1,0.98231,1.007,0.99387,0.99339,1.0043,1.0017,1.0228,1.0081,0.99201,0.9952,0.9869,0.995,0.99529,0.99402,1.0172,1.0335
0.99056,0.98387,0.99811,1.0004,1.0071,1.0004,0.99088,0.99709,0.9929,0.99753,1.0021,0.98935,0.98805,1.0116,0.99358,1.0032,1.0054,1.0006,1.0143,1.01,0.98023,0.99831,1.0114,0.9896
0.99959,0.99276,1.0076,1.0065,1.0064,1.0055,0.98448,0.9994,0.98549,0.99666,1.0046,1.0064,0.99287,0.99162,0.9922,0.98874,1.0115,1.0096,0.99791,0.99107,1.0055,1.0058,1.0012,0.9932
1.0105,1.009,1.0018,1.007,1.0145,1.0112,1.0047,1.0138,1.0022,0.99503,1.0107,1.01,0.99,1.0041,0.99948,0.9885,1.0075,1.0063,1.0058,1.0056,1.0208,1.007,1.0079,0.99743
0.99446,1.0185,0.99585,1.002,0.99477,1.0031,1.0095,0.9998,1.0088,1.0028,1.001,0.99715,0.95903,0.99158,1.0127,1.0066,1.0005,1.0008,0.99207,1.0014,0.99079,1.0054,1.0003,1.0223
0.9999,0.98876,0.99662,0.99656,0.99639,0.99829,0.99223,0.99732,1.0295,0.98821,0.99302,0.99826,0.99656,0.99252,0.99918,0.99913,0.99452,0.99859,0.99537,0.99644,1.0051,0.99574,1.0051,0.99486
1.0048,0.99781,0.99731,0.99817,1.0027,1,1.0074,0.9991,0.99725,0.99759,0.99938,0.99908,1.0092,1.0116,1.0005,0.99771,1.0002,1.0013,1.0039,1.0142,1.0128,1.0031,1.0072,1.0018
0.99076,1.012,0.9985,0.99532,0.98472,0.99818,1.0001,1.0042,1.0298,1.0121,0.99152,0.99867,0.99453,1.0049,0.99714,0.99683,0.99335,0.99717,0.99779,0.98763,0.9932,0.99553,1.0052,1.0015
1.0053,0.98173,1.0005,0.99898,0.99623,0.99252,0.99409,0.99425,0.98394,0.9666,0.99468,0.99744,0.99015,0.98788,0.99508,0.98332,0.99351,0.99494,0.97638,0.99542,1.0009,0.99624,0.98783,0.98466
1.022,1.0147,1.0172,1.0141,1.0294,1.0196,1.0152,1.0047,1.015,1.0046,1.0206,1.0149,1.0019,1.0051,1.0124,1.0206,1.024,1.0221,1.0218,1.0161,1.0277,1.0171,1.0111,1.0163
0.99839,1.0321,1.028,1.034,1.0418,1.0351,1.0337,1.0249,1.0161,1.0222,1.0404,1.0302,1.0057,1.0349,1.0259,1.056,1.0385,1.038,1.0489,1.0394,1.0096,1.0377,1.05,1.0431
1.0081,1.0045,1.0055,1.0096,1.0046,0.99981,0.99891,1.0036,1.0167,1.0008,1.0076,1.0075,1.0194,1.0106,1.0044,0.99783,1.0072,1.0038,1.006,1.0079,1.0006,1.0114,1.0158,1.0001
1,1.0063,1.0012,0.99971,1.0103,1.0041,1.0087,0.9972,1.0064,1.0029,1.0019,1.0017,1.0202,0.99942,1.0019,1.0026,1.0028,0.99971,1.0014,1.0014,1.0174,0.99931,0.99903,1.006
0.99218,0.99021,0.98366,0.98375,0.97931,0.98684,0.98255,0.98964,0.97615,0.9902,0.98034,0.98139,0.98168,0.98803,0.99221,0.97433,0.97559,0.9808,0.9804,0.98484,0.98367,0.98438,0.98895,0.98249
1.0023,1.0107,1.0118,1.0087,1.0123,1.0136,1.0113,1.0058,1.022,0.99835,1.0122,1.0107,1.0075,1.0088,1.0077,0.99692,1.0146,1.0127,1.0078,1.0096,1.0008,1.0134,1.0192,0.99399
0.99294,1.0115,1.0071,1.001,0.996,1.0056,1.0048,1.007,1.0149,1.0221,0.99793,1.0023,1.001,1.0078,0.99911,1.0068,1.0025,1.003,0.99079,1.0046,1,1.0039,0.99731,1.0113
1.001,0.99653,0.99583,0.99903,0.99413,0.99503,0.99753,0.99556,0.97935,1.0026,0.99674,0.99824,0.99822,1.002,1.003,1,0.99753,0.99875,0.99571,0.99414,0.99156,1.0016,0.98997,1.0131
1.004,0.9967,0.99429,0.99747,0.98828,0.99146,0.98743,0.99864,1.0002,1.0126,0.99059,0.99107,0.99308,0.98696,0.99282,1.0126,0.98534,0.98742,0.98789,0.99749,1.0063,0.99265,0.98919,0.9928
0.98899,1.0053,0.99483,0.99834,0.99273,0.99438,1.001,0.99339,1.0185,1.0039,1.0008,0.99703,0.96176,0.99718,1.0009,1.004,0.99849,1.0014,1.001,0.99457,0.99233,0.99931,1.0058,0.97533
0.98683,0.99427,0.98903,0.98933,0.98063,0.98598,0.99089,0.99765,0.99289,1.0089,0.98561,0.98689,0.96176,0.98548,0.9906,0.97834,0.98007,0.98301,0.97416,0.98578,0.98989,0.9764,0.98434,0.99453
0.99452,0.97344,0.9855,0.98427,0.97748,0.98321,0.9813,0.99029,0.98521,0.98366,0.97921,0.98651,0.99441,0.96855,0.99111,0.99574,0.97617,0.98202,0.98477,0.9915,1.006,0.98483,0.97951,0.97197
0.99854,0.99165,0.99003,0.98924,0.97738,0.98584,0.97435,0.98852,0.97157,0.99329,0.98768,0.98663,1.0171,0.97723,0.99163,0.95885,0.98864,0.983,0.98626,0.97408,0.98178,0.98778,0.98203,0.99316
1.0018,0.99285,0.9994,0.99014,0.98661,0.99633,1.0069,0.99559,0.97985,0.99518,0.99853,0.99472,1.0102,0.99655,1.002,1.0096,0.99489,0.99355,0.99945,0.99949,0.9998,0.99459,0.98842,0.96892
1.0189,0.99517,1.0247,1.0232,1.0507,1.0302,1.0039,1.0168,1.0051,0.98524,1.0349,1.0272,1.0038,1.0385,0.99838,1.0041,1.0335,1.0304,1.0481,1.0117,1.0152,1.0261,1.0207,1.0039
0.99071,1.0264,1.0055,1.0132,1.0037,1.0076,1.0216,1.0064,1.0197,1.0009,1.0105,1.0042,1.0084,1.0173,1.02,1.025,1.008,1.0104,1.0152,1.019,0.98482,1.0133,1.0127,1.0384
0.99217,0.99488,0.99545,0.99901,0.98703,0.99438,0.99621,1.0022,0.98471,1.0039,0.99618,0.99677,0.99365,0.98769,0.9987,0.99818,0.98532,0.99288,0.98855,0.9994,0.99219,0.99859,0.98725,0.99776
1.0168,0.99408,1.0146,1.0128,1.0087,1.0151,0.99866,0.99882,0.99515,0.99423,1.0187,1.0104,0.97717,1.0062,1.0003,0.99796,1.0186,1.0143,1.014,1.0069,1.0139,1.0127,1.0061,0.99424
1.007,1.0148,1.001,0.99932,0.99886,1.0044,1.0135,1.0067,1.037,1.0127,0.99545,0.9957,1.0318,0.99081,1.0044,1.0151,0.99877,1.0036,1.0002,1.0009,1.0136,0.99642,1.0085,1.0134
0.99959,0.99452,1.0039,1.0025,1.0147,1.0011,1.0021,1.0024,1.0017,0.996,1.0023,1.0027,1.0018,0.9997,1.0045,1.0004,1.0022,1.0021,0.98827,0.99951,1.0109,1.0015,1.011,0.99142
0.99523,1.0218,1.0183,1.0173,1.0237,1.0209,1.0183,1.0133,1.0316,0.99414,1.0203,1.0183,1.0169,1.0213,1.0117,1.028,1.0229,1.0205,1.0207,1.0153,0.99587,1.0228,1.0109,1.0268
1.0125,0.99328,1.0076,1.0133,1.0054,1.0126,0.99353,1.0058,0.99309,0.99367,1.0125,1.0088,1.0009,1.0073,0.99853,1.0002,1.0101,1.0078,1.0038,1.0038,1.0079,1.0088,1.005,1.0188
0.99889,1.0045,0.99368,1.0004,0.99415,0.99418,1.0095,0.99895,1.0011,1.009,0.99616,0.99707,1.0174,0.99922,1.0037,1.0066,0.99575,0.9963,0.99827,0.99535,0.99843,0.99884,1.0014,1.0091
0.99516,0.99317,0.99279,0.9964,0.98404,0.9881,0.99663,0.99866,1.0013,1.0034,0.98738,0.98972,0.99265,1.0043,0.99951,1.0011,0.9843,0.98666,0.99003,1.0001,1.0026,0.99188,0.99912,0.99079
1.0061,0.99388,1.0143,1.0012,1.0204,1.019,1.0029,1.0096,1.0193,1.0011,1.0182,1.0171,1.0243,1.0254,1.0074,1.0123,1.0205,1.0193,1.0086,1.0312,1.0154,1.0185,1.012,1.006
1.0015,1.0073,0.99006,0.985,0.99027,0.99371,1.0038,1.0014,0.98556,1.0067,0.98773,0.99135,0.99944,0.99133,1.0008,0.9996,0.99149,0.99033,0.99174,1.0022,0.99643,0.99378,0.99165,0.99675
0.9991,0.99905,1.0205,1.0186,1.0126,1.0193,1.0092,1.009,1.0026,1.0032,1.0194,1.0195,1.0017,1.0259,0.98771,1.0215,1.023,1.0177,1.0228,1.0128,0.99729,1.0192,1.0176,1.0085
0.99728,0.99971,0.98942,0.98675,0.98484,0.98472,1.001,0.99653,1.0018,0.98884,0.98429,0.98749,0.99822,0.98183,1.0011,1.0063,0.98059,0.98157,0.9792,0.99034,1.0074,0.98545,0.99211,0.97343
0.99617,1.0085,0.9973,0.99722,1.0001,1.0019,1.0003,1.0019,0.99683,1.011,0.99642,1.0017,1.0198,1.0059,1.0033,0.98416,1.0028,0.99971,1.0043,0.99606,1.0058,1.0025,0.99476,1.0148
0.99534,0.99337,1.0077,1.0147,1.0136,1.0108,1.0008,1.0084,0.99527,0.99614,1.0096,1.0098,0.994,1.0121,1.0129,1.0089,1.0117,1.0139,1.018,1.0034,1.0011,1.0064,1.002,1.0095
1.0046,1.0001,0.98455,0.98418,0.97559,0.98319,0.99189,0.98844,0.97489,0.99838,0.98625,0.98555,0.97518,0.98014,0.99336,0.98068,0.97981,0.98157,0.98655,0.99071,0.9912,0.99449,0.99017,0.9998
0.99564,0.99952,1.0016,1.0011,1.0042,0.99622,0.99842,0.99925,0.99429,1.0012,0.99903,0.99912,1.0012,0.99207,1.0046,1.0025,0.9995,1.001,0.99705,0.99905,1.0037,1.0056,0.99292,0.99098
1.0012,0.99523,1.006,1.0051,1.004,1.009,0.99763,1.002,0.98634,0.98534,1.009,1.0046,1.0178,1.006,1.0048,1.0104,1.0094,1.0103,1.0112,1.0128,0.98711,1.0075,1.0096,1.0111
1.0141,0.99818,1.0067,1.0194,1.0197,1.011,0.99673,1.0024,1.0149,1.0083,1.0156,1.0033,1.0049,1.0122,1.0009,1.0033,1.0181,1.0164,1.0146,1.0124,1.0122,1.0183,1.0032,1.006
1.0083,1.0119,1.0028,1.0116,1.016,1.0101,1.0072,1.0119,1.0027,1.0127,1.0111,1.0163,1.0023,1.0114,1.0128,1.0204,1.012,1.0107,1.0265,1.0044,1.0101,1.0047,1.0165,1.0176
1.0016,1.0114,0.9976,1.003,1.0172,1.0048,1.0078,0.99833,0.98752,0.99732,1.0039,1.0053,1.0184,1.004,1.0009,1.0032,1.0049,1.0034,1.0087,1.0022,1.0019,1.0006,0.9975,1.0037
1.0037,0.99427,0.9938,0.99269,0.99158,0.99515,1.0053,0.99972,1.0037,0.98657,0.99578,0.99877,0.99989,0.99255,1.0025,1.0019,0.99387,0.99427,0.98963,1,0.99267,0.99908,0.99653,1.0039
0.99614,1.0093,1.0112,1.0056,1.0073,1.0064,0.99445,1.0035,1.0323,0.98758,1.0029,1.0048,0.9875,1.0103,0.9865,1.0039,1.0035,1.0021,1.0086,1.0027,1.0145,1.0054,1.0014,0.98785
1.0009,1.002,0.99346,0.99407,0.99732,0.99396,1.003,0.99592,0.99175,0.99779,0.99512,0.99574,0.9988,0.9948,1.0059,0.98793,0.99529,0.99703,1.0057,0.99533,1.0077,0.99138,0.98725,1.0064
0.99524,1.0007,0.99564,0.99888,0.98828,0.99255,0.99805,0.99851,1.0081,1.0139,0.99264,0.99106,1,0.99374,0.99715,0.99687,0.99141,0.99079,0.98775,0.99494,1.0067,0.99204,0.9998,0.99852
1.0024,0.98172,1.0003,1.0018,0.99922,1.0039,0.98583,0.99944,0.98899,1.0004,1.0076,1.0129,0.99934,1.0023,0.98912,1.0008,1.006,1.006,0.99399,0.99102,0.99022,1.0007,0.99638,0.99082
0.9993,0.99648,0.9986,0.99599,0.99144,0.9952,1.0035,0.99468,0.99935,1.0056,1,0.99725,0.9965,1.0041,0.99894,0.9758,0.99613,0.99664,0.99445,0.99813,0.99944,0.99795,1.0051,0.98954
1.0053,1.0043,1.0059,1.0063,1.0084,1.0099,0.98815,1.0126,0.99972,0.98429,1.0111,1.0049,0.99803,1.0083,0.9945,0.99317,1.0107,1.0105,1.0113,1.004,1.0031,1.0097,1.0067,0.98973
1.0022,1.0116,0.99954,1.0043,1.0062,0.99963,1.0159,0.99361,0.9806,1.0125,0.99916,0.99707,1.0026,1.0081,1.008,1.0018,0.99606,0.99898,0.9937,1.0025,0.99071,0.99806,0.99165,1.0123
1.0004,1.0039,1.0138,1.0091,1.0121,1.008,1.0076,1.0079,1.0149,1.0172,1.0115,1.0116,1.005,1.0074,1.011,1.0039,1.01,1.0108,1.0123,1.02,1.0013,1.0121,1.0102,0.99638
1.0001,1.0081,0.99442,0.9945,0.99474,0.99581,1.0064,0.99649,0.99879,1.0156,0.99704,0.99681,1.0029,1.0045,1.01,1.0135,0.99608,0.99422,0.99191,0.99754,1.0003,0.9881,0.99642,1.0117
1.0055,0.99759,1.0078,1.0023,0.99827,1.0039,1.0037,1.0023,1.0081,1.0051,1.0049,1.006,1.0011,1.0043,1.0054,1.0145,1.0034,1.0049,0.9934,0.99772,1.0101,1.0032,1.0118,0.9992
1,1.0137,1.0068,1.0087,1.0245,1.0117,1.0153,1.0093,1.0157,0.99832,1.0111,1.0065,0.99946,1.0114,1.0053,1.0107,1.0108,1.0086,1.005,1.0049,0.99944,1.0064,1.0058,1.022
1.002,1.0028,0.99284,0.99498,0.99361,0.99044,1.0002,0.99404,1.0013,0.99591,0.99161,0.99332,0.99967,0.9966,0.99524,0.99623,0.99121,0.98962,0.98551,0.99289,0.99888,0.99523,0.99188,0.99932
0.98981,0.98775,0.98521,0.99184,0.9913,0.98953,1.003,0.99659,0.97304,0.99747,0.98814,0.99103,0.99217,0.993,0.9924,0.9898,0.98712,0.98804,0.98134,1.005,0.98753,0.98552,0.98854,0.99013
0.99525,0.98963,0.98424,0.99002,0.9814,0.98832,0.98994,0.99102,0.97781,0.99768,0.99004,0.99142,0.98882,0.98501,0.99461,0.98529,0.9884,0.98454,0.9825,0.98932,0.98671,0.99018,0.98606,0.98312
1.0037,0.99242,0.99915,1.0001,1.0096,1.0001,1.0012,0.99944,0.98956,0.9855,0.99774,0.99952,1.0024,0.98744,1.0046,1.0013,0.99853,0.99782,0.99703,0.99945,0.98836,0.99868,1.0015,1.0014
1.0003,0.98199,0.99387,0.99374,0.99971,1,0.98755,0.99692,0.95791,1.0027,1.0006,0.9981,0.99558,0.99647,0.98827,1.0035,1.0019,0.9981,0.99589,0.99612,0.97868,1.0009,0.99349,0.97714
1.0107,0.99318,1.0147,1.0097,1.0204,1.0087,1.0011,1.003,1.0043,1.0033,1.0148,1.0057,1.0144,1.0055,1.0033,1.0027,1.0127,1.0131,1.0177,1.0007,1.0061,1.0155,1.0014,0.99343
1.0039,1.0063,0.99963,0.99991,1.0124,1.0029,1.0081,1.0036,1.002,1.0058,1.0038,0.99953,1.0172,1.0048,1.0087,1.0003,1.0049,1.0016,1.0064,1.013,1.0055,1.0059,1.002,1.0011
0.99844,1.0139,1.0066,1.0005,1.012,1.0065,1.0029,1.003,1.0122,1.0211,1.007,1.0035,1.0005,1.0092,1.0004,0.99694,1.0058,1.0033,0.99869,1.0092,0.99263,1.0084,1.0136,1.0117
